author,statement,source,date,target,Label
Ciara O'Rourke,"In the United Kingdom, “Charles cedes throne to William immediately.”",Facebook posts,"September 27, 2022",false,0
Ciara O'Rourke,“Joe Biden blamed Elton John for AIDS.”,Viral image,"September 27, 2022",false,0
Madeline Heim,On exceptions to Wisconsin’s abortion ban.,Tim Michels,"September 27, 2022",full-flop,0
Sabine Martin,"""I was named Iowa’s most bipartisan member of Congress by @TheLugarCenter.”",Cindy Axne,"September 27, 2022",mostly-true,0
Ciara O'Rourke,House Democrats kicked Nancy Pelosi from office.,Facebook posts,"September 27, 2022",pants-fire,0
Amy Sherman,“Breaking: Judiciary Democrats just voted to support non-citizens voting in our elections.”,Instagram posts,"September 27, 2022",false,0
Ciara O'Rourke,Soursop cures cancer.,Facebook posts,"September 27, 2022",false,0
Gabrielle Settles,Martha's Vineyard declared itself as a sanctuary city until the buses arrived.,Peggy Hubbard,"September 27, 2022",half-true,0
Madison Czopek,"""Only 325,000 American kids out of 19,000,000"" were vaccinated against COVID-19.",Instagram posts,"September 27, 2022",barely-true,0
Jill Terreri,“Jeffrey Epstein’s lawyer became a federal judge” and “was the person to sign off on the Mar-a-Lago search warrant.”,Facebook posts,"• September 26,",false,0
Andy Nguyen,“Future and Malia Obama are expecting first child together.”,Facebook posts,"September 26, 2022",pants-fire,0
Madeline Heim,"Says Ron Johnson ""wants to put Social Security and Medicare on the chopping block every single year.""",Joe Biden,"September 26, 2022",mostly-true,0
Warren Fiske,“Jen Kiggans’ campaign confirmed today that she would support a national abortion ban.”,Elaine Luria,"September 26, 2022",half-true,0
Jon Greenberg,"Ballot harvesting “altered the outcome” of a city council election in Yuma County, Arizona.",Mark Finchem,"September 23, 2022",false,0
Andy Nguyen,“Barron Trump has been kicked out of school for fees.”,Facebook posts,"September 23, 2022",false,0
Maria Ramirez,Adam Laxalt took “campaign cash” from drug companies “and used his office to block local attempts at holding one of the worst offenders accountable.”,Catherine Cortez Masto,"• September 23,",barely-true,0
Ciara O'Rourke,“Chinese military convoy enters Ukraine from Russia.”,Facebook posts,"September 22, 2022",false,0
Ciara O'Rourke,Photo shows fighting in Ukraine.,Viral image,"September 22, 2022",false,0
D.L. Davis,"Says under his plan to end cash bail ""the Waukesha perpetrator wouldn’t have been released """,Mandela Barnes,"September 22, 2022",mostly-true,0
Gabrielle Settles,“Lifeguard/football player Joe Biden got five draft deferments for asthma during Vietnam.”,Facebook posts,"September 21, 2022",barely-true,0
Andy Nguyen,"Video shows an ""invasion of crocodiles"" that has flooded the beaches of Brazil and caused residents to panic.",Instagram posts,"September 21, 2022",false,0
Jill Terreri,"Every time a Republican has been elected president over the last few decades, House Democrats have objected to the result",Lee Zeldin,"• September 21,",mostly-true,0
Madison Czopek,Martha’s Vineyard “deported 50 illegals after only 24 hours.”,Instagram posts,"September 21, 2022",false,0
Ciara O'Rourke,Meghan Markle wasn’t allowed to attend Queen Elizabeth II’s funeral.,Facebook posts,"September 21, 2022",false,0
Ciara O'Rourke,"Once every thousand years “your age + your year of birth, every person = 2022.”",Viral image,"September 21, 2022",false,0
Laura Schulte,“Mandela Barnes…wants to release 50% of the prison population when 68% is classified as ‘violent offenders.’”,National Republican Senatorial Committee,"September 21, 2022",half-true,0
Andy Nguyen,The World Economic Forum has called for the end of “wasteful private car ownership.”,Facebook posts,"September 21, 2022",barely-true,0
Nusaiba Mizan,Three court rulings since May 2022 “have made it clear that it is unconstitutional to ban someone between the ages of 18 and 20 from being able to buy an AR.”,Greg Abbott,"September 21, 2022",barely-true,0
Rachel Bluth,"“With Proposition 1, the number of abortion seekers from other states will soar even higher, costing taxpayers millions more.”","California Together, No On Proposition 1","September 21, 2022",barely-true,0
Jeff Cercone,"Martha’s Vineyard ""used the military to deport every last illegal migrant from their island.”",Instagram posts,"September 20, 2022",false,0
Gabrielle Settles,Nostradamus “accurately predicted Queen Elizabeth II’s passing.”,Facebook posts,"September 20, 2022",false,0
Ciara O'Rourke,Nancy Pelosi “almost burst out into laughter” at the Tsitsernakaberd Armenian Genocide Memorial Complex in Yerevan.,Viral image,"September 20, 2022",false,0
Madeline Heim,"Says Tim Michels' family foundation ""funded an organization that tracks women when they get near abortion clinics … he wants to treat women like they're the criminals.""",Liberal Groups,"September 20, 2022",barely-true,0
Ciara O'Rourke,Photo shows “Queen Elizabeth and Prince Charles” bowing to Ethiopian Emperor Haile Selassie I.,Viral image,"September 20, 2022",false,0
Louis Jacobson,"“This year, it's going to be over $1.5 trillion (that we’ve) reduced the debt.""",Joe Biden,"September 20, 2022",half-true,0
Sara Swann,“Supreme Court just voted to ban condoms.”,Instagram posts,"September 20, 2022",false,0
Todd Spangler,"""90% of (state Sen. Tom Barrett's) donors are from special interests""",House Majority PAC,"September 20, 2022",barely-true,0
Michael Majchrowicz,All banks will soon have to turn over all coins to federal government ahead of pivot to using only electronic transactions.,Facebook posts,"September 19, 2022",false,0
Renee Romo,"Under Kathy Hoffman, “student test scores plummeted. Even before COVID, under the current regime, over half of Arizona students were not proficient in reading or math.”",Tom Horne,"September 19, 2022",barely-true,0
Yacob Reyes,Image shows a Rebekah Jones campaign event.,Matt Gaetz,"September 19, 2022",barely-true,0
Amy Sherman,"Then-Vice President Mike Pence ""seized power"" from President Donald Trump and undertook ""a coup"" when he called on federal agencies to stop the Jan. 6 Capitol riot.",Mark Finchem,"September 19, 2022",pants-fire,0
Ciara O'Rourke,“The Simpsons” predicted Queen Elizabeth II’s 2022 death.,Viral image,"September 19, 2022",pants-fire,0
Haley Tenore,"“Since 2019, I've successfully lobbied for the funds to add hundreds of school counselors, lowering our student to school counselor ratio by 20%.”",Kathy Hoffman,"September 19, 2022",true,1
Ciara O'Rourke,A royal guard member collapsed because of the COVID-19 vaccine.,Instagram posts,"September 16, 2022",false,0
Andy Nguyen,Photo shows Queen Elizabeth II checking the oil of a car.,Viral image,"September 16, 2022",false,0
Louis Jacobson,“Incomes are up.”,Joe Biden,"September 16, 2022",barely-true,0
Tom Kertscher,Blake Masters does not support abortion exceptions for rape and incest.,Senate Majority PAC,"September 16, 2022",mostly-true,0
Jon Greenberg,"“Mark Kelly voted against the Keystone pipeline, which caused higher gas prices.”",Saving Arizona PAC,"September 16, 2022",barely-true,0
Yacob Reyes,"""Val Demings supports abortion up until the moment of birth.""",Marco Rubio,"September 16, 2022",barely-true,0
Sara Swann,"If Jeff Bezos’ net worth reaches $1 trillion, “he could literally end world poverty and give everyone $1 billion and he will still have $91.5 billion left.”",Facebook posts,"September 16, 2022",pants-fire,0
D.L. Davis,"""Democrats' radical green energy policies caused record gas prices. """,Ron Johnson,"September 16, 2022",barely-true,0
Gabrielle Settles,Barack and Michelle Obama are not the real parents of their children.,Facebook posts,"September 15, 2022",pants-fire,0
Andy Nguyen,“Trump lawyers all quit on him at the same time.”,Facebook posts,"September 15, 2022",false,0
Ciara O'Rourke,“Obama & Clinton are being arrested by the military.”,Facebook posts,"September 15, 2022",pants-fire,0
Madison Czopek,"To qualify for Ohio SNAP benefits, “now a family of 3 can make up to $3,660 a month and it used to be $2,700, so it’s gone up almost $1,000 a month.”",Facebook posts,"September 15, 2022",false,0
Gabrielle Settles,A CNN report on 9/11 proved that a plane never hit the Pentagon.,Instagram posts,"September 15, 2022",false,0
Jeff Cercone,“The FBI confirmed” that Ashley Biden said her father molested her.,Facebook posts,"September 15, 2022",false,0
Ciara O'Rourke,Video shows Hillary Clinton popping a brown paper bag during a press conference.,Viral image,"September 15, 2022",pants-fire,0
Ciara O'Rourke,"“The pope, Xi and Putin all meet to plan world events!”",Facebook posts,"September 15, 2022",false,0
Jeff Cercone,"Under new Illinois law, these crimes are “nondetainable"": “Burglary, robbery, arson, kidnapping, DUI offenses, even DUI involving a fatality, most drug offenses, and even 2nd degree murder.”",Facebook posts,"September 14, 2022",false,0
Michael Majchrowicz,"""Russia is becoming the first country to break ties with the Antarctic Treaty.""",Instagram posts,"September 14, 2022",pants-fire,0
Ciara O'Rourke,“The sun is not 93 million miles away … it is local and under a firmament dome.”,Viral image,"September 14, 2022",pants-fire,0
Ciara O'Rourke,“Everyone but Trump invited to royal funeral.”,Viral image,"September 14, 2022",false,0
Ciara O'Rourke,The Clintons killed Ken Starr.,Tweets,"September 14, 2022",pants-fire,0
Gabrielle Settles,“No plane debris was found at the Pentagon.”,Instagram posts,"September 14, 2022",pants-fire,0
Ciara O'Rourke,"Video shows a statement from Donald Trump on Sept. 8, 2022.",Facebook posts,"September 14, 2022",pants-fire,0
Ciara O'Rourke,A Boeing 757 didn’t fly into the Pentagon on 9/11.,Facebook posts,"September 14, 2022",pants-fire,0
Ciara O'Rourke,Photos show Queen Elizabeth II was a “Luciferian.”,Instagram posts,"September 14, 2022",false,0
Ciara O'Rourke,“Nancy Pelosi set to resign from Congress as Trump files impeachment lawsuits against her.”,Facebook posts,"September 14, 2022",false,0
Warren Fiske,“I don’t accept a dime of corporate money.”,Abigail Spanberger,"September 14, 2022",mostly-true,0
Jon Greenberg,"""40% of the folks who have student loans do not have a college diploma, four-year diploma. These are people who are truck drivers and who are nail technicians and nurses’ aides.”",Elizabeth Warren,"September 13, 2022",true,1
Ciara O'Rourke,"Donald Trump said, “I never told anybody but she knighted me in private.”",Viral image,"September 13, 2022",false,0
Todd Spangler,"Following protests in Grand Rapids, Michigan, in 2020, Democratic U.S. House candidate Hillary Scholten ""dismissed the destruction and praised the rioters.""",Congressional Leadership Fund,"September 13, 2022",false,0
Jon Greenberg,“I had zero emails that were classified.”,Hillary Clinton,"September 13, 2022",half-true,0
Michael Majchrowicz,Joe Biden appointed a 'satanist' to the White House.,Instagram posts,"September 13, 2022",false,0
Andy Nguyen,"Joe Biden called Pope Francis the “famous African American baseball player in America.""",Facebook posts,"September 13, 2022",false,0
Laura Schulte,“Ron Johnson just came out in favor of a federal abortion ban.”,Mandela Barnes,"September 13, 2022",barely-true,0
Tom Kertscher,"As a mayor, ""John Fetterman chased down an innocent, unarmed Black man,"" wielded a shotgun and ""falsely accused the man, triggering a confrontation with police.""",American Leadership Action,"September 12, 2022",mostly-true,0
Sara Swann,"Says of 9/11, “Two planes can’t cause three buildings to collapse in free-fall time.”",Facebook posts,"September 12, 2022",false,0
Madison Czopek,King Charles III signed “a proclamation stating that Donald Trump won the 2020 presidential election and is the rightful president by law.”,Facebook posts,"September 12, 2022",pants-fire,0
Ciara O'Rourke,"Barack Obama urged people on Sept. 10, 2001, to “report to work tomorrow” at the World Trade Center.",Viral image,"September 12, 2022",pants-fire,0
Ciara O'Rourke,“North Korea confirms it has landed a man on the sun.”,Viral image,"September 12, 2022",pants-fire,0
Ciara O'Rourke,Photo shows Queen Elizabeth II meeting Donald Trump wearing a brooch given to her by Barack Obama.,Viral image,"September 12, 2022",false,0
Ciara O'Rourke,Queen Elizabeth II was a reptile.,Facebook posts,"September 12, 2022",pants-fire,0
Ciara O'Rourke,Photo shows Queen Elizabeth II being carried across a river by African porters.,Facebook posts,"September 12, 2022",false,0
Ciara O'Rourke,A “13 or 15 year old boy escapes Buckingham Palace” in video.,Viral image,"September 9, 2022",pants-fire,0
Andy Nguyen,“Prince was sacrificed for (Queen Elizabeth II’s) 90th birthday.”,Instagram posts,"September 9, 2022",pants-fire,0
Ciara O'Rourke,A BBC radio station resumed playing dance music after announcing Queen Elizabeth II had died.,Instagram posts,"September 9, 2022",false,0
Gabrielle Settles,"“We all know the Queen’s been dead for a while now,” and her death is part of a dark conspiracy involving pedophilia or child trafficking.",Facebook posts,"September 9, 2022",pants-fire,0
Ciara O'Rourke,Video shows Queen Elizabeth II “feeding Africans like chickens.”,Facebook posts,"September 9, 2022",false,0
Madison Czopek,“Queen Elizabeth shot dead in Detroit.”,Instagram posts,"September 9, 2022",pants-fire,0
Michael Majchrowicz,"The federal government is providing free solar panel installation and $8,500 incentive checks to eligible homeowners.",Facebook posts,"September 9, 2022",false,0
Ciara O'Rourke,Video proves “space is fake.”,Viral image,"September 9, 2022",pants-fire,0
Ciara O'Rourke,Astronaut Karen Nyberg filmed what “was supposedly a video from space” in front of a green screen.,Instagram posts,"September 9, 2022",false,0
Madeline Heim,Says President Joe Biden “recently said that 48.8% of Wisconsin voters are threats to democracy.”,Republican Governors Association,"September 9, 2022",false,0
Ciara O'Rourke,Video shows Hillary Clinton dressed as a space cult leader in a satanic ritual.,Instagram posts,"September 9, 2022",false,0
Jeff Cercone,Russia “has not lost anything” in its invasion of Ukraine.,Vladimir Putin,"September 9, 2022",false,0
Ciara O'Rourke,Video shows there weren’t Marines present during a recent speech by Joe Biden.,Viral image,"September 8, 2022",false,0
Andy Nguyen,“The Russian army is withdrawing from Ukraine!” in September 2022,Facebook posts,"September 8, 2022",false,0
Amy Sherman,"“Here in Nevada, the DMV registers everybody (to vote) and so that means illegals. They don’t check.”",Jim Marchant,"September 8, 2022",false,0
Gabrielle Settles,Executive Order 14067 will allow the federal government to “turn on and turn off your money.”,TikTok posts,"September 8, 2022",false,0
Ciara O'Rourke,Queen Elizabeth died because of the COVID-19 vaccine.,Tweets,"September 8, 2022",false,0
Nusaiba Mizan,"""FEC charges (Beto O'Rourke's 2018 campaign) Illegal Campaign Contributions.""",Facebook posts,"September 8, 2022",barely-true,0
Michael Majchrowicz,"“With the combined salary of the 87,000 new IRS Agents ($81,456 average annual salary), you could put a police officer ($55,117) in every public school in the nation (97,568) and still have 31,007 police officers or $1,709,012,819 left over.”",Facebook posts,"September 8, 2022",barely-true,0
Ciara O'Rourke,“Naomi Biden says Joe Biden died four years ago.”,Viral image,"September 8, 2022",pants-fire,0
Louis Jacobson,“Tim Ryan called police the new Jim Crow.”,J.D. Vance,"September 8, 2022",barely-true,0
Ciara O'Rourke,Video shows Joe Biden has a body double.,Viral image,"September 7, 2022",pants-fire,0
Ciara O'Rourke,“The U.S. & Elon Musk reveal new hypersonic jet to help Ukraine.”,Bloggers,"September 7, 2022",false,0
Ciara O'Rourke,The National Institutes of Health “adds ivermectin to list of COVID approved treatments.”,Instagram posts,"September 7, 2022",false,0
Louis Jacobson,The child tax credit passed under President Joe Biden “has helped 97% of the families with children who are living in poverty.”,Raphael Warnock,"September 7, 2022",half-true,0
Andy Nguyen,There’s an unlimited supply of water being generated “deep within the Earth.”,Instagram posts,"September 7, 2022",barely-true,0
Gabrielle Settles,President Joe Biden “employed actors to portray Marine guards” during a Sept. 1 speech.,Facebook posts,"September 7, 2022",pants-fire,0
Ciara O'Rourke,“Walmart management is helping with rising prices with $500 grocery cards for $2.”,Facebook posts,"September 6, 2022",false,0
Gabrielle Settles,Bank of America “announced a new mortgage home loan program for first-time homebuyers. But only blacks and Hispanics will be eligible.”,The Gateway Pundit,"September 6, 2022",false,0
D.L. Davis,"Says Mandela Barnes ""supports stripping health care away from millions.""",National Republican Senatorial Committee,"September 6, 2022",false,0
Yacob Reyes,"Gov. Ron DeSantis raised ""taxes on the middle class by more than $1.5 billion while giving away $624 million to big corporations.""",Charlie Crist,"September 2, 2022",barely-true,0
Amy Sherman,"“60% of Alaska voters voted for a Republican, but thanks to a convoluted process and ballot exhaustion — which disenfranchises voters — a Democrat ‘won.’""",Tom Cotton,"September 2, 2022",barely-true,0
Madeline Heim,Says “Tim Michels doesn’t think gay people should be out in public.”,Democratic Party of Wisconsin,"September 2, 2022",barely-true,0
Tom Kertscher,Three churches were targeted during arson attacks over the summer “because they protect unborn babies and women in need.”,CatholicVote,"September 1, 2022",barely-true,0
Tori Gantz,"Joe Biden and Raphael Warnock ""are spending $1.5 billion on ‘urban forestry’ and raising taxes on those making under $200k to pay for it.”",Herschel Walker,"September 1, 2022",half-true,0
Paul Specht,"“Sixty-four members of Congress — Republicans and Democrats — have broken a law to stop insider stock trading, yet Washington refuses to do anything about it.”",Cheri Beasley,"September 1, 2022",half-true,0
Jill Terreri,"In New York, you need to show identification to buy whipped cream, but not to vote.",Social Media,"• September 1,",barely-true,0
Michael Majchrowicz,"""Water-fueled car can travel from LA to NY on 22 gallons.""",Instagram posts,"August 31, 2022",false,0
Maria Ramirez,"The public health order Title 42 is ""the last tool Border Patrol has to stop the overwhelming flood of illegal immigrants pouring into our country.”",Adam Laxalt,"• August 31,",false,0
Jeff Cercone,"""Documents prove White House behind entire FBI targeting of Trump. Biden lied.""",Facebook posts,"August 31, 2022",false,0
Luiz Romero,"The IRS is hiring 87,000 new agents to police people who will owe more federal tax after having their student loans forgiven.",Facebook posts,"August 31, 2022",false,0
Yacob Reyes,"Fox News sought the legal ""right to tell lies.""",Facebook posts,"August 31, 2022",false,0
Kristin Hugo,“The Earth just started spinning faster than ever before and scientists are gravely concerned.”,Facebook posts,"August 31, 2022",half-true,0
Maria Ramirez,El Presidente de Rusia Vladimir Putin “anuncia que se arrepiente de invadir Ucrania”.,Facebook posts,"• August 31,",false,0
Sara Swann,The U.K. is no longer recommending the Pfizer-BioNTech COVID-19 mRNA vaccine for pregnant women.,Instagram posts,"August 31, 2022",false,0
Tom Kertscher,"Joe Biden's student debt forgiveness plan is a ""bailout for rich kids.""",American Action Network,"August 31, 2022",barely-true,0
Louis Jacobson,An obscure filing with the Federal Election Commission shows Biden has formally announced his bid for another term.,Facebook posts,"August 31, 2022",false,0
Ciara O'Rourke,Joe Biden threatened to assassinate Ukraine’s former president.,Facebook posts,"August 31, 2022",pants-fire,0
Ciara O'Rourke,“Starbucks just announced that they’re going cashless.”,Instagram posts,"August 31, 2022",false,0
Madison Czopek,“Harvard is sitting on top of a $54 billion hedge fund they call an ‘endowment’ that they pay zero taxes on. Yale has $31 Billion. Stanford $29 Billion. Princeton $26 Billion.”,Charlie Kirk,"August 31, 2022",half-true,0
Lyle Muller,"“The nonpartisan Congressional Budget Office says with the supersized staff, the IRS audit rate ‘would rise for ALL taxpayers’ regardless of income, and would even result in audits of innocent Americans who have paid their taxes and don’t owe the IRS anything.”",Joni Ernst,"August 30, 2022",half-true,0
Michael Majchrowicz,"Another continent may exist beneath Antarctica, which is also home to homicidal sea creature of unknown origin",Facebook posts,"August 30, 2022",pants-fire,0
Madison Czopek,The FBI “spent more time investigating” the Jan. 6 Capitol attack than 9/11.,Facebook posts,"August 30, 2022",pants-fire,0
Michael Majchrowicz,"The National Guard was activated Jan. 6, 2021, and “is in complete control.”",Facebook posts,"August 30, 2022",pants-fire,0
Amy Sherman,"“In Arizona, we have flood the zone with fake ballots.”",Mark Finchem,"August 30, 2022",pants-fire,0
Jeff Cercone,Student debt relief is taxable by the Internal Revenue Service.,Facebook posts,"August 30, 2022",false,0
Gabrielle Settles,"Instagram’s ""precise location"" feature can be used by criminals to target victims.",Instagram posts,"August 30, 2022",false,0
Sara Swann,Moderna’s lawsuits against Pfizer-BioNTech shows COVID-19 vaccines were in the works before the pandemic started.,Instagram posts,"August 30, 2022",false,0
Andy Nguyen,"Image claims to show a list of ""Republican members of Congress whose PPP loans were forgiven.""",Instagram posts,"August 30, 2022",true,1
Lyle Muller,“$1.5 billion of your taxpayer money is sitting in an account” that can be used for other purposes.,Deidre DeJear,"August 29, 2022",barely-true,0
Yacob Reyes,"Sarasota, Florida, teachers told they cannot purchase books, accept donated reading materials, order from Scholastic or hold book fairs.",Facebook posts,"August 29, 2022",half-true,0
Ciara O'Rourke,“Nearly half of pregnant women in Pfizer trial miscarried.”,Viral image,"August 29, 2022",false,0
Amy Sherman,The Supreme Court will put Donald Trump back in office in October,Facebook posts,"August 29, 2022",pants-fire,0
Vanessa Swales,Says Democratic Senate candidate Mandela Barnes “supports abolishing ICE.”,National Republican Senatorial Committee,"August 29, 2022",barely-true,0
Madison Czopek,"Screenshots show that conservative political commentator Ben Shapiro received more than $20,000 in Paycheck Protection Program loan forgiveness.",Facebook posts,"August 26, 2022",false,0
Ciara O'Rourke,"""If your body's pH is alkaline, you cannot get cancer. And if you have cancer, it goes away.""",Viral image,"August 26, 2022",false,0
Michael Majchrowicz,"""Monkeypox is a complete, fake sham” that’s “designed to force lockdowns, mandates and shots.”",Facebook posts,"August 26, 2022",pants-fire,0
Ciara O'Rourke,Video shows Tucker Carlson speechless in interview with a guest.,Viral image,"August 26, 2022",false,0
Gabrielle Settles,"The COVID-19 pandemic was planned, and a 2019 simulation called Event 201 was a rehearsal for it.",Pitbull,"August 26, 2022",false,0
Yacob Reyes,"Charlie Crist ""supported Biden's agenda to defund the police.""",Republican Party of Florida,"August 26, 2022",false,0
Ciara O'Rourke,“U.S. is testing new most deadly nuclear bomb from B-1B Lancer.”,Facebook posts,"August 26, 2022",false,0
Ciara O'Rourke,Half of the votes for Joe Biden in the 2020 presidential election “are from dead people.”,Viral image,"August 26, 2022",pants-fire,0
Tom Kertscher,Blake Masters “wants to pass a national ban on abortion.”,Mark Kelly,"August 26, 2022",mostly-true,0
Andy Nguyen,"The deaths of U.S. Rep. Jackie Walorski, R-Ind., and actor Anne Heche are suspicious and linked because they “partnered fighting against pedophilia.”",Facebook posts,"August 26, 2022",false,0
Tom Kertscher,On privatizing Social Security.,Blake Masters,"August 25, 2022",half-flip,0
Andy Nguyen,Image shows Trump is representing himself in a lawsuit against the United States government related to the FBI search of his Florida home.,Tweets,"August 25, 2022",false,0
D.L. Davis,"""Last year the IRS audited Americans earning less than $25,000 a year at five times the rate of other groups.""",Ron Johnson,"August 25, 2022",mostly-true,0
Ciara O'Rourke,“US Army in Ukraine.”,Facebook posts,"August 24, 2022",false,0
Ciara O'Rourke,An image shows a chyron on Tucker Carlson’s show that said “straight men turning homo after ‘gay hypnosis.’”,Viral image,"August 24, 2022",pants-fire,0
Ciara O'Rourke,“Marjorie Taylor Greene was raided by Joe Biden’s DOJ last night.”,Instagram posts,"August 24, 2022",false,0
Sara Swann,"In England, “COVID-19 vaccinated children are 4,423% more likely to die of any cause and 13,633% more likely to die of COVID-19 than unvaccinated children.”",Bloggers,"August 24, 2022",false,0
Louis Jacobson,"""Adjusted for inflation, over the last 25 years teachers have made a $29 increase in their salary.""",Miguel Cardona,"August 24, 2022",half-true,0
Louis Jacobson,The American Rescue Plan “helped create nearly 10 million new jobs.”,Joe Biden,"August 24, 2022",barely-true,0
Yacob Reyes,"Image shows ""Florida's anti-woke banned book list.""",Viral image,"August 24, 2022",false,0
Madison Czopek,A New England Journal of Medicine study found that vaccinated people are “5X more contagious than the unvaccinated 10 days after SARS-CoV-2 infection.”,Facebook posts,"August 24, 2022",false,0
Warren Fiske,"A new Democratic law “will make the IRS workforce larger than the Pentagon, FBI, State Department, and Customs and Border Patrol, combined.”",Ben Cline,"August 24, 2022",barely-true,0
Michael Majchrowicz,"""Biden is adding more IRS agents to investigate your taxes than we have detectives investigating every crime in the country.”",Instagram posts,"August 23, 2022",false,0
Paul Specht,"“Violent crime (is) at an all-time high.""",Ben Kral,"August 23, 2022",false,0
Tom Kertscher,"The Inflation Reduction Act ""doubles the size of the IRS, raises your taxes and spends billions on a green energy slush fund.""",Tom Cotton,"August 23, 2022",barely-true,0
Andy Nguyen,Quotes Sarah Palin as saying “when Jesus celebrated Easter with his disciples there were no Easter bunnies or egg hunts.”,Facebook posts,"August 23, 2022",pants-fire,0
Sara Swann,“Congress just voted to exempt themselves from IRS auditing of their personal finances.”,Instagram posts,"August 23, 2022",false,0
Andy Nguyen,Video claims Google Street View shows Antarctica with green vegetation and brick buildings.,Facebook posts,"August 23, 2022",false,0
Gabrielle Settles,“Free health allowance is available at no cost.”,Facebook posts,"August 22, 2022",false,0
Ciara O'Rourke,"“People born before 1957 are getting $1,728 added to their Social Security checks.”",Facebook posts,"August 19, 2022",false,0
Madison Czopek,“96% of U.S. climate data is corrupted.”,Facebook posts,"August 19, 2022",false,0
Andy Nguyen,Video implies talk between Barack Obama and Kamala Harris has coded references to pedophilia.,Facebook posts,"August 19, 2022",pants-fire,0
Ciara O'Rourke,The Inflation Reduction Act expanded free health insurance to Americans under 65.,Facebook posts,"August 19, 2022",false,0
Ciara O'Rourke,COVID-19 vaccines are responsible for the health problems featured in recent news reports.,Viral image,"August 19, 2022",false,0
Ciara O'Rourke,“Tulsi Gabbard Venmos Nancy Pelosi $600.01 forcing the IRS to audit Pelosi’s finances.”,Viral image,"August 19, 2022",false,0
Yacob Reyes,"""We also know (the Sierra Club) paid for those reporters"" at the Palm Beach Post.",Nikki Fried,"August 19, 2022",pants-fire,0
Ciara O'Rourke,"Video shows Steve Bannon crying, “Trump is going to jail.”",Facebook posts,"August 19, 2022",false,0
Ciara O'Rourke,Photos show “an IRS agent training class.”,Facebook posts,"August 19, 2022",false,0
Ciara O'Rourke,Photo shows parents who changed their baby’s gender identity.,Viral image,"August 19, 2022",pants-fire,0
Maria Ramirez,"“El congreso acaba de aprobar un reciente proyecto de ley para todos los que tengan más de $10,000 de deuda”.",Facebook posts,"• August 19,",false,0
Laura Schulte,Says Republican U.S. Sen. Ron Johnson “called climate change ‘bull----’ during a record heatwave” and “raked in over $700k in fossil fuel cash.”,League of Conservation Voters,"August 19, 2022",true,1
Gabrielle Settles,Amazon is “running a promotion and giving away random packages for just $1!”,Facebook posts,"August 18, 2022",false,0
Ciara O'Rourke,Video shows Mitch McConnell saying Nancy Pelosi “should be jailed!”,Facebook posts,"August 18, 2022",false,0
Jeff Cercone,"""The IRS is about to double in size, with 87,000 new armed agents and an additional $80 billion in order to primarily enhance IRS enforcement and operations.”",Facebook posts,"August 18, 2022",barely-true,0
Ciara O'Rourke,“Ted Cruz erupts as FBI director tries to defend Biden over Mar-a-Lago raid” in video.,Facebook posts,"August 18, 2022",false,0
Jeff Cercone,Video shows former President Barack Obama sharing how to mislead the public.,TikTok posts,"August 18, 2022",false,0
Vanessa Swales,"""With three months remaining in the Fiscal Year, (the border patrol) has already encountered more illegal immigrants along the Southwest border"" than in any previous fiscal year.",Glenn Grothman,"August 18, 2022",mostly-true,0
Maria Ramirez,"The IRS is adding 87,000 new agents, making the IRS “larger than (the) Pentagon, Federal Bureau of Investigation, Customs and Border Protection and the State Department combined.”",Rick Scott,"• August 17,",barely-true,0
Ciara O'Rourke,Leaked messages “between former President Barack Obama and Judge Reinhart foreshadowed the unlawful raid on former Trump’s Mar-a-Lago estate.”,Viral image,"August 17, 2022",false,0
Jon Greenberg,"“The Congressional Budget Office says 90% of the revenue generated from the new IRS agents will come from people making less than $200,000 … and the revenue generated will be $300-plus billion.”",Tim Scott,"August 17, 2022",false,0
Ciara O'Rourke,There’s polio in New York City’s tap water.,Viral image,"August 17, 2022",false,0
Warren Fiske,"“Democrats are voting to add an army of 87,000 IRS agents who will target middle class taxpayers and conduct at least 1 million more audits each year. ”",Bob Good,"August 17, 2022",barely-true,0
Ciara O'Rourke,Video shows Congress voting for a highly classified “Homeland Terrorism Preparedness Bill.”,Viral image,"August 17, 2022",pants-fire,0
Ciara O'Rourke,Rep. Adam Kinzinger “admits Trump won” the 2020 presidential election.,Facebook posts,"August 17, 2022",false,0
Ciara O'Rourke,Anne Heche was murdered by the illuminati because she was working on a movie about Jeffrey Epstein.,Instagram posts,"August 16, 2022",false,0
D.L. Davis,"""We are number one in the country as far as our spending (COVID-19 relief) money on businesses as it relates to the percentage of federal funds that we receive.""",Tony Evers,"August 16, 2022",half-true,0
Amy Sherman,"""Send your postcards to 5 key states to decertify fraud” in the 2020 election.",Facebook posts,"August 16, 2022",pants-fire,0
Madison Czopek,"Reuters reported that “White House employee Andrew Bates did use Nazi symbolism in a recent tweet.""",Facebook posts,"August 16, 2022",false,0
Ciara O'Rourke,"The COVID-19 vaccine caused Ashton Kutcher to lose “vision, hearing and ability to walk.”",Viral image,"August 16, 2022",false,0
Gabrielle Settles,Empty store shelves at a Walmart in South Carolina were because of a meat shortage.,Facebook posts,"August 16, 2022",false,0
Andy Nguyen,"“Liz Cheney cries like kids after loses in ‘primary’ against Trump’s pick,” two days before the primary election.",Facebook posts,"August 16, 2022",pants-fire,0
